id,provider_code,code,title,opportunity_type,ace_id,nccrs_id,credits,level,hours_per_credit,effort_hours_override,price,exam_fee,recommendation_start,recommendation_expires,source_url,last_verified_at,verified_by,verification_status
35e3d896-b95d-5817-862f-9723e95ba189,SOPHIA,SOPH-ACCT1001,Accounting,ONLINE_COURSE,ACE-SOPH-0016,,3,LOWER,5,,0,0,2024-01-01,2027-12-31,https://www.sophia.org/courses,2026-09-01,seed-research-2026-09,VERIFIED
7592360c-391c-544b-905b-7a4b2be49642,SOPHIA,SOPH-ECON1001,Microeconomics,ONLINE_COURSE,ACE-SOPH-0017,,3,LOWER,5,,0,0,2024-01-01,2027-12-31,https://www.sophia.org/courses,2026-09-01,seed-research-2026-09,VERIFIED
ff5b3151-268c-593e-88f7-4335046fcc6f,SOPHIA,SOPH-ECON1002,Macroeconomics,ONLINE_COURSE,ACE-SOPH-0018,,3,LOWER,5,,0,0,2024-01-01,2027-12-31,https://www.sophia.org/courses,2026-09-01,seed-research-2026-09,VERIFIED
67b33ef4-8b6f-5f62-9e8e-8b4df286c628,SOPHIA,SOPH-MGT1001,Principles of Management,ONLINE_COURSE,ACE-SOPH-0019,,3,LOWER,5,,0,0,2024-01-01,2027-12-31,https://www.sophia.org/courses,2026-09-01,seed-research-2026-09,VERIFIED
28689ea1-775e-5aff-81b5-9fd95c606d0c,SOPHIA,SOPH-MKT1001,Principles of Marketing,ONLINE_COURSE,ACE-SOPH-0020,,3,LOWER,5,,0,0,2024-01-01,2027-12-31,https://www.sophia.org/courses,2026-09-01,seed-research-2026-09,VERIFIED
23e43bab-e120-5f33-beb4-3600b16bc02a,SOPHIA,SOPH-BUS1002,Business Law,ONLINE_COURSE,ACE-SOPH-0021,,3,LOWER,5,,0,0,2024-01-01,2027-12-31,https://www.sophia.org/courses,2026-09-01,seed-research-2026-09,VERIFIED
21983762-37e9-52ad-94aa-49a69ad8178a,SOPHIA,SOPH-CS1002,Introduction to Relational Databases,ONLINE_COURSE,ACE-SOPH-0022,,3,LOWER,5,,0,0,2024-01-01,2027-12-31,https://www.sophia.org/courses,2026-09-01,seed-research-2026-09,VERIFIED
158bb66f-7d29-5b52-b75b-7556fddc3e1d,SOPHIA,SOPH-CS1003,Introduction to Python Programming,ONLINE_COURSE,ACE-SOPH-0023,,3,LOWER,5,,0,0,2024-01-01,2027-12-31,https://www.sophia.org/courses,2026-09-01,seed-research-2026-09,VERIFIED
df75b750-7856-55c9-8ec8-5dae680a80f4,SOPHIA,SOPH-CS1004,Introduction to Web Development,ONLINE_COURSE,ACE-SOPH-0024,,3,LOWER,5,,0,0,2024-01-01,2027-12-31,https://www.sophia.org/courses,2026-09-01,seed-research-2026-09,VERIFIED
4cad42ac-a338-584f-a4fb-ed1b705388b7,SOPHIA,SOPH-CS1005,Introduction to Networking,ONLINE_COURSE,ACE-SOPH-0025,,3,LOWER,5,,0,0,2024-01-01,2027-12-31,https://www.sophia.org/courses,2026-09-01,seed-research-2026-09,VERIFIED
15df7941-cdb2-5efc-9077-b50662b91e4f,STUDYCOM,SDC-ENG104,English Composition I,ONLINE_COURSE,ACE-SDC-0101,,3,LOWER,9,,0,0,2024-01-01,2027-12-31,https://study.com/academy/course/index.html,2026-09-01,seed-research-2026-09,VERIFIED
807e2eaa-6501-5377-aadb-4640b306addc,STUDYCOM,SDC-ENG105,English Composition II,ONLINE_COURSE,ACE-SDC-0102,,3,LOWER,9,,0,0,2024-01-01,2027-12-31,https://study.com/academy/course/index.html,2026-09-01,seed-research-2026-09,VERIFIED
46ffecd5-669c-53da-944c-6a6646e98fcd,STUDYCOM,SDC-MATH101,College Algebra,ONLINE_COURSE,ACE-SDC-0103,,3,LOWER,9,,0,0,2024-01-01,2027-12-31,https://study.com/academy/course/index.html,2026-09-01,seed-research-2026-09,VERIFIED
4df2e0f9-8da9-5d33-b6db-26e3dc899b59,STUDYCOM,SDC-STAT101,Statistics,ONLINE_COURSE,ACE-SDC-0104,,3,LOWER,9,,0,0,2024-01-01,2027-12-31,https://study.com/academy/course/index.html,2026-09-01,seed-research-2026-09,VERIFIED
99fa17f4-951e-5141-b47f-356d96411c62,STUDYCOM,SDC-BUS101,Principles of Management,ONLINE_COURSE,ACE-SDC-0105,,3,LOWER,9,,0,0,2024-01-01,2027-12-31,https://study.com/academy/course/index.html,2026-09-01,seed-research-2026-09,VERIFIED
b37c4107-2fb6-577f-830b-38489ebebab9,STUDYCOM,SDC-BUS103,Introductory Business Law,ONLINE_COURSE,ACE-SDC-0106,,3,LOWER,9,,0,0,2024-01-01,2027-12-31,https://study.com/academy/course/index.html,2026-09-01,seed-research-2026-09,VERIFIED
d650127b-cf68-5f97-a1e3-9f21eb507b41,STUDYCOM,SDC-ACCT101,Financial Accounting,ONLINE_COURSE,ACE-SDC-0107,,3,LOWER,9,,0,0,2024-01-01,2027-12-31,https://study.com/academy/course/index.html,2026-09-01,seed-research-2026-09,VERIFIED
c264f5e2-7e26-5311-8c72-e941e2239c16,STUDYCOM,SDC-ACCT102,Managerial Accounting,ONLINE_COURSE,ACE-SDC-0108,,3,LOWER,9,,0,0,2024-01-01,2027-12-31,https://study.com/academy/course/index.html,2026-09-01,seed-research-2026-09,VERIFIED
f45f499d-a181-509d-ae56-d3f9b3a54edb,STUDYCOM,SDC-FIN101,Principles of Finance,ONLINE_COURSE,ACE-SDC-0109,,3,UPPER,9,,0,0,2024-01-01,2027-12-31,https://study.com/academy/course/index.html,2026-09-01,seed-research-2026-09,VERIFIED
f086618f-974d-56fe-b796-f9c1ab484a33,STUDYCOM,SDC-HR101,Human Resource Management,ONLINE_COURSE,ACE-SDC-0110,,3,UPPER,9,,0,0,2024-01-01,2027-12-31,https://study.com/academy/course/index.html,2026-09-01,seed-research-2026-09,VERIFIED
49250972-369f-54fe-9e5e-0ea18be5783b,STUDYCOM,SDC-CS103,Computer Science 103: Computer Concepts & Applications,ONLINE_COURSE,ACE-SDC-0111,,3,LOWER,9,,0,0,2024-01-01,2027-12-31,https://study.com/academy/course/index.html,2026-09-01,seed-research-2026-09,VERIFIED
81fa5905-0d20-50d3-8d54-43940abbb087,STUDYCOM,SDC-CS105,Introduction to Operating Systems,ONLINE_COURSE,ACE-SDC-0112,,3,LOWER,9,,0,0,2024-01-01,2027-12-31,https://study.com/academy/course/index.html,2026-09-01,seed-research-2026-09,VERIFIED
477a92a2-1ac5-5add-9689-ccad591fe7ec,STUDYCOM,SDC-CS202,Network and Security,ONLINE_COURSE,ACE-SDC-0113,,3,LOWER,9,,0,0,2024-01-01,2027-12-31,https://study.com/academy/course/index.html,2026-09-01,seed-research-2026-09,VERIFIED
f95ed270-fe95-5623-84e4-8b7188443174,STUDYCOM,SDC-CS303,Database Management,ONLINE_COURSE,ACE-SDC-0114,,3,LOWER,9,,0,0,2024-01-01,2027-12-31,https://study.com/academy/course/index.html,2026-09-01,seed-research-2026-09,VERIFIED
cb1e3082-d10d-5141-932c-d9d2c8df49fd,STUDYCOM,SDC-CYB101,Introduction to Cybersecurity,ONLINE_COURSE,ACE-SDC-0115,,3,LOWER,9,,0,0,2024-01-01,2027-12-31,https://study.com/academy/course/index.html,2026-09-01,seed-research-2026-09,VERIFIED
5a8036ab-9896-511e-b204-6e0772310211,STRAIGHTERLINE,SL-ENG101,English Composition I,ONLINE_COURSE,ACE-SL-0201,,3,LOWER,9,,59,0,2024-01-01,2027-12-31,https://www.straighterline.com/online-college-courses/,2026-09-01,seed-research-2026-09,VERIFIED
de9a52fe-e3da-54f2-9270-7fa8f5965387,STRAIGHTERLINE,SL-ENG102,English Composition II,ONLINE_COURSE,ACE-SL-0202,,3,LOWER,9,,59,0,2024-01-01,2027-12-31,https://www.straighterline.com/online-college-courses/,2026-09-01,seed-research-2026-09,VERIFIED
3b3f7050-aa7b-50b5-b356-506751ade77f,STRAIGHTERLINE,SL-MAT101,College Algebra,ONLINE_COURSE,ACE-SL-0203,,3,LOWER,9,,59,0,2024-01-01,2027-12-31,https://www.straighterline.com/online-college-courses/,2026-09-01,seed-research-2026-09,VERIFIED
ee653c05-7ea3-57d5-8d69-215eef01fc61,STRAIGHTERLINE,SL-MAT201,Introduction to Statistics,ONLINE_COURSE,ACE-SL-0204,,3,LOWER,9,,59,0,2024-01-01,2027-12-31,https://www.straighterline.com/online-college-courses/,2026-09-01,seed-research-2026-09,VERIFIED
1c3015be-3118-5043-bcc8-fad18082e75a,STRAIGHTERLINE,SL-BIO101,Introduction to Biology,ONLINE_COURSE,ACE-SL-0205,,3,LOWER,9,,59,0,2024-01-01,2027-12-31,https://www.straighterline.com/online-college-courses/,2026-09-01,seed-research-2026-09,VERIFIED
775996df-c015-5d0b-8142-bf4e3a2a2f6e,STRAIGHTERLINE,SL-CHEM101,General Chemistry I,ONLINE_COURSE,ACE-SL-0206,,4,LOWER,9,,79,0,2024-01-01,2027-12-31,https://www.straighterline.com/online-college-courses/,2026-09-01,seed-research-2026-09,VERIFIED
4b53d9ce-347e-5de6-9550-d8c21932e740,STRAIGHTERLINE,SL-PSY101,Introduction to Psychology,ONLINE_COURSE,ACE-SL-0207,,3,LOWER,9,,59,0,2024-01-01,2027-12-31,https://www.straighterline.com/online-college-courses/,2026-09-01,seed-research-2026-09,VERIFIED
25eaa30f-3764-550a-b59a-0013f2fdc8ce,STRAIGHTERLINE,SL-SOC101,Introduction to Sociology,ONLINE_COURSE,ACE-SL-0208,,3,LOWER,9,,59,0,2024-01-01,2027-12-31,https://www.straighterline.com/online-college-courses/,2026-09-01,seed-research-2026-09,VERIFIED
cea25631-07bc-5abb-915e-54486ada3097,STRAIGHTERLINE,SL-ACC101,Accounting I,ONLINE_COURSE,ACE-SL-0209,,3,LOWER,9,,59,0,2024-01-01,2027-12-31,https://www.straighterline.com/online-college-courses/,2026-09-01,seed-research-2026-09,VERIFIED
909eabd5-a5b0-56d7-a7b3-7996945bb3fb,STRAIGHTERLINE,SL-ACC102,Accounting II,ONLINE_COURSE,ACE-SL-0210,,3,LOWER,9,,59,0,2024-01-01,2027-12-31,https://www.straighterline.com/online-college-courses/,2026-09-01,seed-research-2026-09,VERIFIED
8e8c8319-5c5c-5ec1-86ba-5ce28f2872d1,STRAIGHTERLINE,SL-BUS105,Business Communication,ONLINE_COURSE,ACE-SL-0211,,3,LOWER,9,,59,0,2024-01-01,2027-12-31,https://www.straighterline.com/online-college-courses/,2026-09-01,seed-research-2026-09,VERIFIED
d276cbb6-d14e-5052-b13e-224ffba89656,STRAIGHTERLINE,SL-BUS110,Introduction to Business,ONLINE_COURSE,ACE-SL-0212,,3,LOWER,9,,59,0,2024-01-01,2027-12-31,https://www.straighterline.com/online-college-courses/,2026-09-01,seed-research-2026-09,VERIFIED
a5a375fa-cea3-5e77-ab1e-40c04736879c,STRAIGHTERLINE,SL-CIV101,Western Civilization I,ONLINE_COURSE,ACE-SL-0213,,3,LOWER,9,,59,0,2024-01-01,2027-12-31,https://www.straighterline.com/online-college-courses/,2026-09-01,seed-research-2026-09,VERIFIED
999e5f03-b164-5249-98b0-4ace4d65482c,STRAIGHTERLINE,SL-IT101,Introduction to Programming,ONLINE_COURSE,ACE-SL-0214,,3,LOWER,9,,59,0,2024-01-01,2027-12-31,https://www.straighterline.com/online-college-courses/,2026-09-01,seed-research-2026-09,VERIFIED
64d837e8-a4a8-52a9-be6d-9b7316abcc85,CLEP,CLEP-COMP1,College Composition,EXAM,ACE-CLEP-0301,,6,LOWER,12,12,0,93,2024-01-01,2027-12-31,https://clep.collegeboard.org/clep-exams,2026-09-01,seed-research-2026-09,VERIFIED
95024f3d-f27d-5798-a0a7-63448390d3b3,CLEP,CLEP-CALG,College Algebra,EXAM,ACE-CLEP-0302,,3,LOWER,12,12,0,93,2024-01-01,2027-12-31,https://clep.collegeboard.org/clep-exams,2026-09-01,seed-research-2026-09,VERIFIED
cf03579c-1e05-5894-a2e0-3a1b9f2fad89,CLEP,CLEP-CALC,Calculus,EXAM,ACE-CLEP-0303,,4,LOWER,12,12,0,93,2024-01-01,2027-12-31,https://clep.collegeboard.org/clep-exams,2026-09-01,seed-research-2026-09,VERIFIED
3d522993-f0d5-5b45-85a8-707df70b0201,CLEP,CLEP-COLMATH,College Mathematics,EXAM,ACE-CLEP-0304,,6,LOWER,12,12,0,93,2024-01-01,2027-12-31,https://clep.collegeboard.org/clep-exams,2026-09-01,seed-research-2026-09,VERIFIED
3ad6de7f-f50b-5eaa-95fd-6b44410333a9,CLEP,CLEP-USH1,History of the United States I,EXAM,ACE-CLEP-0305,,3,LOWER,12,12,0,93,2024-01-01,2027-12-31,https://clep.collegeboard.org/clep-exams,2026-09-01,seed-research-2026-09,VERIFIED
f14875eb-e1bc-58b2-a99c-fbb1cb8e1e2d,CLEP,CLEP-USH2,History of the United States II,EXAM,ACE-CLEP-0306,,3,LOWER,12,12,0,93,2024-01-01,2027-12-31,https://clep.collegeboard.org/clep-exams,2026-09-01,seed-research-2026-09,VERIFIED
13cd82e1-c767-52da-b8b6-b4e92f88061a,CLEP,CLEP-PSY,Introductory Psychology,EXAM,ACE-CLEP-0307,,3,LOWER,12,12,0,93,2024-01-01,2027-12-31,https://clep.collegeboard.org/clep-exams,2026-09-01,seed-research-2026-09,VERIFIED
dbb0e878-1261-5b17-b6a9-e8ced4f906df,CLEP,CLEP-SOC,Introductory Sociology,EXAM,ACE-CLEP-0308,,3,LOWER,12,12,0,93,2024-01-01,2027-12-31,https://clep.collegeboard.org/clep-exams,2026-09-01,seed-research-2026-09,VERIFIED
8ba65254-8eff-54e4-9938-75a61c684a37,CLEP,CLEP-MGT,Principles of Management,EXAM,ACE-CLEP-0309,,3,LOWER,12,12,0,93,2024-01-01,2027-12-31,https://clep.collegeboard.org/clep-exams,2026-09-01,seed-research-2026-09,VERIFIED
5300355d-2502-5e08-8f93-9fedc17b25dc,CLEP,CLEP-MKT,Principles of Marketing,EXAM,ACE-CLEP-0310,,3,LOWER,12,12,0,93,2024-01-01,2027-12-31,https://clep.collegeboard.org/clep-exams,2026-09-01,seed-research-2026-09,VERIFIED
385d3d10-0420-55bd-bf4f-d86c8facf02c,CLEP,CLEP-MACRO,Principles of Macroeconomics,EXAM,ACE-CLEP-0311,,3,LOWER,12,12,0,93,2024-01-01,2027-12-31,https://clep.collegeboard.org/clep-exams,2026-09-01,seed-research-2026-09,VERIFIED
d8b59377-d478-5960-bc47-0000aee2d010,CLEP,CLEP-MICRO,Principles of Microeconomics,EXAM,ACE-CLEP-0312,,3,LOWER,12,12,0,93,2024-01-01,2027-12-31,https://clep.collegeboard.org/clep-exams,2026-09-01,seed-research-2026-09,VERIFIED
81bddba9-0e47-57d2-adb3-a55d54574cc4,CLEP,CLEP-IT,Information Systems,EXAM,ACE-CLEP-0313,,3,LOWER,12,12,0,93,2024-01-01,2027-12-31,https://clep.collegeboard.org/clep-exams,2026-09-01,seed-research-2026-09,VERIFIED
68a3bb03-4add-5258-b661-6b36b3c7cd0d,CLEP,CLEP-BIO,Biology,EXAM,ACE-CLEP-0314,,6,LOWER,12,12,0,93,2024-01-01,2027-12-31,https://clep.collegeboard.org/clep-exams,2026-09-01,seed-research-2026-09,VERIFIED
ded64d12-343e-54df-8e22-f5087516782c,CLEP,CLEP-ANA,Analyzing and Interpreting Literature,EXAM,ACE-CLEP-0315,,6,LOWER,12,12,0,93,2024-01-01,2027-12-31,https://clep.collegeboard.org/clep-exams,2026-09-01,seed-research-2026-09,VERIFIED
